G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\center_2019_03_05_17_02_33_960.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\left_2019_03_05_17_02_33_960.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\right_2019_03_05_17_02_33_960.jpg,0,0,0,3.113308E-05
G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\center_2019_03_05_17_02_34_032.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\left_2019_03_05_17_02_34_032.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\right_2019_03_05_17_02_34_032.jpg,0,0,0,3.16565E-05
G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\center_2019_03_05_17_02_34_101.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\left_2019_03_05_17_02_34_101.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\right_2019_03_05_17_02_34_101.jpg,0,0,0,3.210007E-05
G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\center_2019_03_05_17_02_34_171.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\left_2019_03_05_17_02_34_171.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\right_2019_03_05_17_02_34_171.jpg,0,0,0,3.004413E-05
G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\center_2019_03_05_17_02_34_243.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\left_2019_03_05_17_02_34_243.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\right_2019_03_05_17_02_34_243.jpg,0,0,0,2.999187E-05
G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\center_2019_03_05_17_02_34_315.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\left_2019_03_05_17_02_34_315.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\right_2019_03_05_17_02_34_315.jpg,0,0,0,3.056471E-05
G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\center_2019_03_05_17_02_34_384.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\left_2019_03_05_17_02_34_384.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\right_2019_03_05_17_02_34_384.jpg,0,0,0,3.129161E-05
G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\center_2019_03_05_17_02_34_455.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\left_2019_03_05_17_02_34_455.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\right_2019_03_05_17_02_34_455.jpg,0,0,0,2.97921E-05
G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\center_2019_03_05_17_02_34_526.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\left_2019_03_05_17_02_34_526.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\right_2019_03_05_17_02_34_526.jpg,0,0,0,3.000973E-05
G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\center_2019_03_05_17_02_34_596.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\left_2019_03_05_17_02_34_596.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\right_2019_03_05_17_02_34_596.jpg,0,0,0,3.031906E-05
G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\center_2019_03_05_17_02_34_668.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\left_2019_03_05_17_02_34_668.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\right_2019_03_05_17_02_34_668.jpg,0,0,0,3.032636E-05
G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\center_2019_03_05_17_02_34_738.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\left_2019_03_05_17_02_34_738.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\right_2019_03_05_17_02_34_738.jpg,0,0,0,3.003166E-05
G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\center_2019_03_05_17_02_34_809.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\left_2019_03_05_17_02_34_809.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\right_2019_03_05_17_02_34_809.jpg,-0.15,0.1755292,0,0.02950479
G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\center_2019_03_05_17_02_34_878.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\left_2019_03_05_17_02_34_878.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\right_2019_03_05_17_02_34_878.jpg,-0.3,0.3479124,0,0.2527426
G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\center_2019_03_05_17_02_34_950.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\left_2019_03_05_17_02_34_950.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\right_2019_03_05_17_02_34_950.jpg,-0.5000001,0.5802941,0,0.6997855
G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\center_2019_03_05_17_02_35_021.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\left_2019_03_05_17_02_35_021.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\right_2019_03_05_17_02_35_021.jpg,-0.6500001,0.7544096,0,1.146397
G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\center_2019_03_05_17_02_35_092.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\left_2019_03_05_17_02_35_092.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\right_2019_03_05_17_02_35_092.jpg,0,1,0,1.985563
G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\center_2019_03_05_17_02_35_164.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\left_2019_03_05_17_02_35_164.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\right_2019_03_05_17_02_35_164.jpg,0,1,0,2.902225
G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\center_2019_03_05_17_02_35_236.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\left_2019_03_05_17_02_35_236.jpg,G:\d69st\Documents\Christopher's Stuff\Self Driving Car Data\IMG\right_2019_03_05_17_02_35_236.jpg,0,1,0,3.606026
